sentence,label,class
damage fine good really good leave ever boss like class completely got every mechanic much mean never seen anything like actually dont anything everyone,neither,0
damage fine good really good ever boss like class completely regarded every mechanic much mean never say anything like actually dont anything everyone,neither,0
trumpets,neither,0
okay thats trumpets,neither,0
okay trumpets,neither,0
trumpets,neither,0
trumpits,neither,0
rain back grants middenly,neither,0
raining back grants middenly,neither,0
rainbaug grants middenly,neither,0
rainback grants middenly,neither,0
rain back grants middenly,neither,0
desk war rate everyone respect request something say,neither,0
desk war rate everyone respect request something say,neither,0
destroy rate everyone respect request something say,neither,0
desk war rate everyone respect request something say,neither,0
desk war rate everyone respect request something say,neither,0
samsung 21 house available,neither,0
samsung 21 house,neither,0
much,neither,0
show much,neither,0
,neither,0
much,neither,0
primary done many bad moms going tempo three converter droplets anything scottlings ravi think think go one thing next like done say feel like everything sir,neither,0
primary done many bad moms going tempo three converter droplets anything scottlings ravi think think go one thing next like done send feel like everything sir,neither,0
primary done many bad moms going tempo three converter droplets anything scottlings ravi think think go one thing next like done feel like everything sir,neither,0
primary done many bad moms going tempo three converter droplets anything scottlings ravi think think go one thing next like done say feel like everything sir,neither,0
primary done many bad moms going tempo three converter droplets anything scottlings ravi think think go one thing next like done send feel like everything sir,neither,0
yahan se feel cake fries,neither,0
yahan se feel like really good cake fries,neither,0
yahan se feel cake,neither,0
feel cake fries,neither,0
yahan se feel like really good cake,neither,0
also co-fo founder dc shoes thats footballking right hide details screen look pretty seconds,neither,0
also co-fo founder dc shoes thats footballking right details screen look pretty seconds,neither,0
also co-fo founder dc shoes thats footballking right hide details screen look pretty,neither,0
also co-fo founder dc shoes thats footballking right hide details screen look pretty time seconds,neither,0
also co-fo founder dc shoes thats footballking right hide details screen look pretty seconds,neither,0
rain back grants meet,neither,0
raining back grants meet,neither,0
rainbaug grants meet,neither,0
rainback grants meet,neither,0
rain back grants meet,neither,0
yeah get triple table lets go also waiting,neither,0
yeah get triple table lets go also,neither,0
yeah get triple table lets go also serious language waiting,neither,0
yeah get triple table lets go also waiting right arm,neither,0
internet internet,neither,0
internet xd,neither,0
internet internet xd,neither,0
internet internet girls,neither,0
yes probabwe quick recharge,neither,0
quick recharge,neither,0
yes probabwe quick reched,neither,0
yes probbed quick recharge,neither,0
fm,neither,0
fm liquid,neither,0
fm whatever,neither,0
fm whate,neither,0
fm okay,neither,0
requirements rings,neither,0
hello get fairy,neither,0
hello get beautiful,neither,0
put dont know screenshot,neither,0
dont know screenshot,neither,0
put god dont know screenshot,neither,0
put thinking dont know screenshot,neither,0
thinking dont know screenshot,neither,0
,neither,0
long,neither,0
long,neither,0
okay,neither,0
dude,neither,0
dude pressed,neither,0
dude rest,neither,0
dude,neither,0
dude pressed,neither,0
scientific want,neither,0
scientific notice,neither,0
scientific 25 seconds want,neither,0
scientific 25 seconds notice,neither,0
scientific,neither,0
need check someone games,neither,0
need check someone,neither,0
need check someone game,neither,0
need check someone game,neither,0
need check someone,neither,0
could find next one tell,neither,0
could next one tell,neither,0
could find next one tell dogs,neither,0
rain could find next one tell,neither,0
could next one tell dogs,neither,0
construct mouth call,neither,0
construct call,neither,0
construct mouth,neither,0
construct,neither,0
construct mole call,neither,0
anything,neither,0
,neither,0
anything oh god,neither,0
think think im single target,neither,0
think single target,neither,0
think im single target,neither,0
think think im single target evs,neither,0
think single target evs,neither,0
want maxi,neither,0
want max,neither,0
wont maxi,neither,0
wont max,neither,0
want maxi son,neither,0
mistake,neither,0
chat someone said use need made king address pole centre,neither,0
dont kiss chat someone said use need made king address pole centre,neither,0
chat someone said use need made king address pole centre,neither,0
chat someone said use need made king address pole use dont want centre,neither,0
chat someone said use need made king address pole use dont want things centre,neither,0
robert also,neither,0
also,neither,0
oh baby okay okay,neither,0
oh baby wife okay okay,neither,0
oh baby okay,neither,0
oh baby wife okay,neither,0
saying playing 2 marks one group,neither,0
saying playing 2 marks one group annoying,neither,0
saying playing 2 marks one group annoy,neither,0
saying playing 2 marks one group,neither,0
saying playing 2 marks one group next,neither,0
whats mind,neither,0
whats,neither,0
whats mind,neither,0
whats,neither,0
whats mind say,neither,0
present episode,neither,0
present capsule,neither,0
paramod,neither,0
od,neither,0
param inod,neither,0
kya ignore cafe special talk individual education good morning today,neither,0
kya ignore cafe special talk individual education good morning today,neither,0
kya ignore cafe special talk individual education good morning,neither,0
kya ignore cafe special talk individual education good morning today,neither,0
kya ignore cafe special talk individual education good morning today,neither,0
every stream follow want,neither,0
every streaming follow want,neither,0
every streaming follows,neither,0
every streaming follow,neither,0
every stream follow want change,neither,0
bang bang,neither,0
bang bang,neither,0
,neither,0
found father,neither,0
