sentence,label,class
i can make iron doors three goat shuffles anyone,neither,0
three goat shuffles anyone,neither,0
i can make iron doors 3 gold shuffles anyone anybody also,neither,0
rabbit 64 choice,neither,0
yad dava,neither,0
nagda blocks,neither,0
kya baat kya baat hai,neither,0
wah kya baat kya baat hai,neither,0
kya baat kya baat hai block,neither,0
kya baat kya baat,neither,0
help help in look at you,neither,0
help help you,neither,0
in look at you,neither,0
help in look at you,neither,0
turn off you,neither,0
turn off all,neither,0
background fire,neither,0
background of fire,neither,0
pocket vacancies,neither,0
pocket vacancies nothing,neither,0
vacancies nothing,neither,0
pocket seeds,neither,0
box kabir,neither,0
box tavir,neither,0
terrace everything last time,neither,0
tales everything last time,neither,0
everything last time,neither,0
terrace everything time,neither,0
pakistan 18,neither,0
pakistan before 18,neither,0
pakistan versus for anything,neither,0
pakistan versus for 18,neither,0
thats michael thats why i want to avoid doing right,neither,0
thats michael thats why i want to avoid doing right now here,neither,0
thats michael thats why i want to avoid doing right here,neither,0
thats michael thats why i want to boy doing right,neither,0
thats michael thats why i want to boy doing right now here,neither,0
who started,neither,0
hey dear who started,neither,0
hey dear,neither,0
hey there who started,neither,0
please what is the girl i know what i have to do,neither,0
please i know what i have to do,neither,0
please what is the girl where he is i know what i have to do,neither,0
please where he is i know what i have to do,neither,0
please what is the girl he is i know what i have to do,neither,0
its a fire runner work in iron,neither,0
its a fire in iron,neither,0
thank you its a fire runner work in iron,neither,0
its a fire runner work in irony,neither,0
thank you its a fire in iron,neither,0
catch fire okay never transfer,neither,0
okay never transfer,neither,0
catch fire and the okay never transfer,neither,0
and the okay never transfer,neither,0
catch fire and okay never transfer,neither,0
jai ho,neither,0
jay ho i dont know,neither,0
jai ho i dont know,neither,0
no how is that,neither,0
oh no no how is that,neither,0
no how is that i am,neither,0
is the hardest input controller been the easiest bubbles the hardest dash bro,neither,0
is the hardest input controller been the easiest bubbles the hardest dash,neither,0
did noble is the hardest input controller been the easiest bubbles the hardest dash bro,neither,0
did noble is the hardest input controller been the easiest bubbles the hardest dash,neither,0
is the hardest input controller been the easiest bubbles the hardest dash is the tax bro,neither,0
house there,neither,0
funny face,neither,0
funny mp3,neither,0
what a funny,neither,0
what is funny,neither,0
kabir vani,neither,0
beach vani,neither,0
kabir vanipe,neither,0
once again,neither,0
is this song,neither,0
adjective part is this song,neither,0
adjective is this song,neither,0
what talk change,neither,0
what change,neither,0
what talk change my bajaj,neither,0
yeah this is your seat well i know nothing,neither,0
kya hai yeah this is your seat well i know nothing,neither,0
this is your seat well i know nothing,neither,0
i know nothing,neither,0
kya yeah this is your seat well i know nothing,neither,0
howrah left,neither,0
for you,neither,0
for you from,neither,0
hey boston,neither,0
hey was din,neither,0
hey bose done,neither,0
hey was in,neither,0
hey bose in,neither,0
should i do,neither,0
should i do that,neither,0
vivek hey bro,neither,0
promise day 6 day present,neither,0
promise day present,neither,0
promise day 6 day,neither,0
promise day you believer 6 day present,neither,0
promise day you believe 6 day present,neither,0
sure what you get,neither,0
bro sure what you get,neither,0
not sure what you get,neither,0
bro not sure what you get,neither,0
what you get,neither,0
spoken dragons hi bro,neither,0
but now,neither,0
but i cant,neither,0
but now bars,neither,0
hey ram by the way,neither,0
hey ram ram by the way,neither,0
hey ram hey ram by the way,neither,0
world hey ram by the way,neither,0
is a practice bro sorry,neither,0
is a practice bro,neither,0
practice bro sorry,neither,0
practice bro,neither,0
is a practice bro i am really seed sorry,neither,0
this is wi-fi,neither,0
tv this is wi-fi,neither,0
this is wi-fi is that,neither,0
this this wi-fi,neither,0
halat is waqt new film,neither,0
halat is waqt,neither,0
halat is waqt again,neither,0
halat is waqt no blocks again,neither,0
halat is waqt no blocks,neither,0
fb for magnur again,neither,0
fb for magmarine,neither,0
fb for magnine,neither,0
fb for magnum,neither,0
fb for magnur again mermaid,neither,0
yeah bro its games,neither,0
yeah bro its came,neither,0
yeah bro its fourth games,neither,0
yeah bro its games for compassion,neither,0
yeah bro its fourth asgames,neither,0
i said because,neither,0
i said love in the distance,neither,0
i said because in the distance,neither,0
i said free,neither,0
who is the who is this,neither,0
who is the,neither,0
what is the,neither,0
whats this happening,neither,0
whats this uncle happening,neither,0
whats this happen in,neither,0
insha nothing,neither,0
nothing but,neither,0
did i see,neither,0
so how is the possible,neither,0
okay dear,neither,0
okay dear sir,neither,0
ok dear,neither,0
breed seat okay dear,neither,0
breed sheet okay dear,neither,0
next year now today myself bro i am i biggest,neither,0
next year now today myself bro i am my big is to better,neither,0
now today myself bro i am i biggest,neither,0
next year now today myself i am i biggest,neither,0
now today myself bro i am my big is to better,neither,0
nothing nothing,neither,0
nothing nothing nothing,neither,0
nothing nothing i mean,neither,0
nothing nothing nothing i mean,neither,0
agar daman,neither,0
yoginder cambridge agar,neither,0
jiji bay guys you want some god i need,neither,0
y guys you want some god i need,neither,0
jiji bay guys you want i need,neither,0
jiji bay guys you want some god,neither,0
jiji bhay guys you want some god i need,neither,0
vah kya bro 45 minutes,neither,0
kya bro 45 minutes,neither,0
vah kya bro you dont talk imran 45 minutes,neither,0
vah kya brochure,neither,0
what is this crackers have the magma go down anyway i mean,neither,0
what is this crackers have the magma go down anywhere i mean,neither,0
what is this crackers have the magma in right go down anyway i mean,neither,0
what is this crackers have the magma in right go down anywhere i mean,neither,0
what is this crackers have the magma go down anyway,neither,0
you can difficult,neither,0
you get difficult,neither,0
no wait bro,neither,0
no wait,neither,0
no way bro,neither,0
julius the chicken,neither,0
julius bro the chicken,neither,0
julius chicken,neither,0
julius bro chicken,neither,0
the chicken,neither,0
haryana blocks and i miss you,neither,0
haryana blocks on which,neither,0
haryana blocks on which is board,neither,0
haryana blocks on which is bored,neither,0
haryana blocks on which is our board,neither,0
usne ideal situation pressure in the wall,neither,0
usne ideal situation pressure in the war,neither,0
usne ideal situation pressure in the walk,neither,0
ideal situation pressure in the wall,neither,0
ideal situation pressure in the war,neither,0
this is the possible playing right,neither,0
math is this possible playing right,neither,0
this is the possible playing right if i trust,neither,0
math is this possible playing right if i trust,neither,0
this is the plasma,neither,0
here this is my pv she is rain over,neither,0
this is my pv she is rain over,neither,0
she is rain over,neither,0
